text,intent
porneste muzica,other
goluri marcate de Jude Bellingham in UEFA Champions League 2022-2023,player_goals
cate goluri are Mario Camora in 2019-2020,player_goals
creeaza un reminder maine,other
diferenta de puncte manchester city lider serie a 2022-2023,points_gap_to_leader
goluri Harry Kane in ultimele 3 meciuri,player_goals
cate goluri are Karim Benzema in 2022-2023,player_goals
cate puncte sunt intre TA Arad si lider in Bundesliga 2026-2027,points_gap_to_leader
FCSB cate puncte fata de lider in ligue 1 2023-2024,points_gap_to_leader
diferenta de puncte Real Madrid lider Prmier League 2023-2024,points_gap_to_leader
cate goluri a marcat Cristiano Ronaldo in efa champions league 2021-2022,player_goals
cate goluri a marcat kylian mbappe in Bundesliga 2021-2022,player_goals
goluri Ianis Hagi 2016-2017,player_goals
puncte pana la lider pentru Inter Milano in efa champions league 2026-2027,points_gap_to_leader
diferenta de puncte borussia dortmund lider uefa champions league 2023-2024,points_gap_to_leader
diferenta de puncte Farul Constanta lider UEFA Champions League 2022-2023,points_gap_to_leader
cat e gapul de puncte pentru FCSB in Lga 1 2023-2024,points_gap_to_leader
goluri Mario Camora 2016-2017,player_goals
cate goluri are kylian mbappe in 2017-2018,player_goals
goluri marcate de Lionel Messi in Premier League 2022-2023,player_goals
puncte pana la lider pentru farul constanta in Ligue 1 2024-2025,points_gap_to_leader
cat e gapul de puncte pentru Bayern Munchen in La Liga 2024-2025,points_gap_to_leader
care e vremea azi,other
bukayo saka cate goluri are in Premier League 2016-2017,player_goals
cat e gapul de puncte pentru universitatea craiova in uefa champions league 2024-2025,points_gap_to_leader
cate goluri are Antoine Griezmann in 2020-2021,player_goals
diferenta de puncte Petrolul Ploiesti lider liga 1 2016-2017,points_gap_to_leader
diferenta de puncte liverpool lider Premier League 2026-2027,points_gap_to_leader
bayern munchen cate puncte fata de lider in Bundesliga 2020-2021,points_gap_to_leader
porneste muzica,other
cat e gapul de puncte pentru Arsenal in uefa champions league 2021-2022,points_gap_to_leader
cate goluri are Florinel Coman,player_goals
diferenta de puncte Rapid Bucuresti lider bndesliga 2017-2018,points_gap_to_leader
cate goluri a marcat phil foden in UEFA Champions League 2023-2024,player_goals
diferenta de puncte paris saint-germain lider premier league 2018-2019,points_gap_to_leader
goluri marcate de Florian Wirtz in Bundesliga 2019-2020,player_goals
puncte pana la lider pentru Real Madrid in Bundesliga 2025-2026,points_gap_to_leader
diferenta de puncte Ptrolul Ploiesti lider serie a 2025-2026,points_gap_to_leader
goluri karim benzema 2017-2018,player_goals
diferenta de puncte Paris Saint-Germain lider Premier League 2018-2019,points_gap_to_leader
puncte pana la lider pentru UTA Arad in L Liga 2021-2022,points_gap_to_leader
spune-mi o gluma,other
deschide youtube,other
Juventus cate puncte fata de lider in Bundesliga 2024-2025,points_gap_to_leader
porneste muzica,other
deschide youtube,other
goluri Mario Camora in ultimele 5 meciuri,player_goals
goluri Vinicius Junior 2018-2019,player_goals
cm gatesc paste,other
Florian Wirtz cate goluri are in Lga 1 2022-2023,player_goals
diferenta de puncte Bayern Munchen lider Premier League 2025-2026,points_gap_to_leader
cate goluri are Florian Wirtz in 2019-2020,player_goals
porneste muzica,other
cate goluri are phil foden in 2016-2017,player_goals
puncte pana la lider pentru liverpool in Premier League 2021-2022,points_gap_to_leader
cate puncte sunt intre Juventus si lider in uefa champions league 2024-2025,points_gap_to_leader
porneste muzica,other
cate puncte sunt intre Byern Munchen si lider in uefa champions league 2016-2017,points_gap_to_leader
Juventus cate puncte fata de lider in Liga 1 2016-2017,points_gap_to_leader
cate goluri are Luka Modric,player_goals
creeaza un reminder maine,other
cate goluri a marcat Harry Kane in bundesliga 2018-2019,player_goals
Ianis Hagi cate goluri are in Liga 1 2026-2027,player_goals
cate goluri are Andrei Ivan in 2020-2021,player_goals
cat e gapul de puncte pentru Inter Milano in UEFA Champions League 2020-2021,points_gap_to_leader
cate puncte sunt intre juventus si lider in Premier League 2020-2021,points_gap_to_leader
cate puncte sunt intre Dinamo Bucuresti si lider in Prmier League 2018-2019,points_gap_to_leader
cate puncte sunt intre Real Madrid si lider in Liga 1 2022-2023,points_gap_to_leader
arata-mi programul de azi,other
puncte pana la lider pentru Paris Saint-Germain in Bundesliga 2016-2017,points_gap_to_leader
goluri krim benzema 2020-2021,player_goals
cati km are maratonul,other
diferenta de puncte real madrid lider Ligue 1 2016-2017,points_gap_to_leader
ta arad cate puncte fata de lider in UEFA Champions League 2017-2018,points_gap_to_leader
cate goluri are Kylian Mbappe,player_goals
cate puncte sunt intre Dnamo Bucuresti si lider in liga 1 2018-2019,points_gap_to_leader
pretul la btc,other
puncte pana la lider pentru Paris Saint-Germain in Liga 1 2024-2025,points_gap_to_leader
goluri marcate de Harry Kane in Premier League 2018-2019,player_goals
cat e gapul de puncte pentru Liverpool in Bundesliga 2019-2020,points_gap_to_leader
pretul la btc,other
arata-mi programul de azi,other
cate goluri are denis alibec in 2022-2023,player_goals
porneste muzica,other
diferenta de puncte Universitatea Craiova lider Bundesliga 2016-2017,points_gap_to_leader
puncte pana la lider pentru Cluj in Bndesliga 2017-2018,points_gap_to_leader
harry kane cate goluri are in UEFA Champions League 2022-2023,player_goals
Phil Foden cate goluri are in Bundesliga 2018-2019,player_goals
ce ora este,other
borussia dortmund cate puncte fata de lider in Liga 1 2020-2021,points_gap_to_leader
spne-mi o gluma,other
Sepsi OSK cate puncte fata de lider in La Liga 2026-2027,points_gap_to_leader
goluri Darius Olaru 2021-2022,player_goals
kylian mbappe cate goluri are in Premier League 2017-2018,player_goals
spune-mi o gluma,other
cfr cluj cate puncte fata de lider in ligue 1 2020-2021,points_gap_to_leader
goluri Erling Haaland 2017-2018,player_goals
puncte pana la lider pentru Bayern Munchen in La Liga 2017-2018,points_gap_to_leader
puncte pana la lider pentru Liverpool in Premier League 2017-2018,points_gap_to_leader
cate goluri a marcat Antoine Griezmann in bundesliga 2016-2017,player_goals
puncte pana la lider pentru arsenal in La Liga 2023-2024,points_gap_to_leader
diferenta de puncte niversitatea Craiova lider Bndesliga 2019-2020,points_gap_to_leader
puncte pana la lider pentru real madrid in bundesliga 2025-2026,points_gap_to_leader
diferenta de puncte Juventus lider serie a 2021-2022,points_gap_to_leader
spune-mi o gluma,other
creeaza un reminder maine,other
cate goluri are Rafael Leao,player_goals
porneste muzica,other
octavian popescu cate goluri are in bundesliga 2017-2018,player_goals
goluri Luka Modric in ultimele 5 meciuri,player_goals
cate goluri are Erling Haaland in 2026-2027,player_goals
cat e gapul de puncte pentru fc barcelona in Srie A 2026-2027,points_gap_to_leader
cate goluri a marcat Mario Camora in La Liga 2024-2025,player_goals
cate goluri a marcat ciprian deac in Premier League 2026-2027,player_goals
cate goluri a marcat Florinel Coman in liga 1 2023-2024,player_goals
cat e gapul de puncte pentru cfr cluj in Ligue 1 2018-2019,points_gap_to_leader
puncte pana la lider pentru Dinamo Bucuresti in Liga 1 2022-2023,points_gap_to_leader
fa-mi un ceai,other
goluri erling haaland in ultimele 10 meciuri,player_goals
fa-mi un ceai,other
Florian Wirtz cate goluri are in EFA Champions League 2023-2024,player_goals
CFR Cluj cate puncte fata de lider in Serie A 2026-2027,points_gap_to_leader
cate goluri are Ianis Hagi in 2021-2022,player_goals
pretul la btc,other
goluri Antoine Griezmann in ultimele 10 meciuri,player_goals
borussia dortmund cate puncte fata de lider in Lga 1 2019-2020,points_gap_to_leader
cate goluri are antoine griezmann,player_goals
cate goluri are Tni Kroos in 2026-2027,player_goals
goluri ciprian deac in ultimele 3 meciuri,player_goals
puncte pana la lider pentru fc barcelona in Ligue 1 2019-2020,points_gap_to_leader
cate puncte sunt intre Inter Milano si lider in bundesliga 2016-2017,points_gap_to_leader
cate goluri are bukayo saka in 2017-2018,player_goals
cate goluri are rling Haaland in 2026-2027,player_goals
cate goluri are Ianis Hagi in 2019-2020,player_goals
cate goluri are Andrei Ivan,player_goals
diferenta de puncte UTA Arad lider Liga 1 2016-2017,points_gap_to_leader
cate puncte sunt intre Arsenal si lider in uefa champions league 2021-2022,points_gap_to_leader
UTA Arad cate puncte fata de lider in premier league 2020-2021,points_gap_to_leader
cate goluri are Cristiano Ronaldo in 2020-2021,player_goals
cate goluri a marcat mohamed salah in Premier League 2024-2025,player_goals
cat e gapul de puncte pentru Rapid Bucuresti in Bundesliga 2021-2022,points_gap_to_leader
arata-mi programul de azi,other
goluri lionel messi in ultimele 10 meciuri,player_goals
cum gatesc paste,other
cate puncte sunt intre Ral Madrid si lider in Liga 1 2019-2020,points_gap_to_leader
cate goluri are Ianis Hagi in 2024-2025,player_goals
cate goluri are Mario Camora in 2016-2017,player_goals
cati km are maratonul,other
cati km are maratonul,other
cate puncte sunt intre Rapid Bucuresti si lider in Bndesliga 2023-2024,points_gap_to_leader
goluri Luka Modric in ultimele 10 meciuri,player_goals
cat e gapul de puncte pentru inter milano in liga 1 2023-2024,points_gap_to_leader
cate goluri are neymar,player_goals
fa-mi un ceai,other
fa-mi un ceai,other
goluri robert lewandowski 2021-2022,player_goals
Rdu Dragusin cate goluri are in premier league 2018-2019,player_goals
goluri Kevin De Bruyne in ultimele 5 meciuri,player_goals
cate goluri are Ciprian Deac in 2020-2021,player_goals
fa-mi un ceai,other
diferenta de puncte Paris Saint-Germain lider uefa champions league 2022-2023,points_gap_to_leader
cate puncte sunt intre Petrolul Ploiesti si lider in Serie A 2020-2021,points_gap_to_leader
cate goluri a marcat Lionel Messi in Premier League 2016-2017,player_goals
goluri Hrry Kane 2023-2024,player_goals
cat e gapul de puncte pentru universitatea craiova in bundesliga 2017-2018,points_gap_to_leader
cum gatesc paste,other
cate goluri are luka modric in 2023-2024,player_goals
goluri marcate de Phil Foden in premier league 2024-2025,player_goals
diferenta de puncte Farul Constanta lider Bundesliga 2025-2026,points_gap_to_leader
care e vremea azi,other
goluri Toni Kroos 2026-2027,player_goals
porneste muzica,other
cat e gapul de puncte pentru Inter Milano in Premier League 2023-2024,points_gap_to_leader
cate goluri a marcat karim benzema in lga 1 2020-2021,player_goals
goluri marcate de Jude Bellingham in uefa champions league 2018-2019,player_goals
cat e gapul de puncte pentru universitatea craiova in Bundesliga 2020-2021,points_gap_to_leader
cate puncte sunt intre CFR Clj si lider in uefa champions league 2024-2025,points_gap_to_leader
Phil Foden cate goluri are in Srie A 2021-2022,player_goals
cate puncte sunt intre Manchester City si lider in Liga 1 2021-2022,points_gap_to_leader
arata-mi programul de azi,other
puncte pana la lider pentru Paris Saint-Germain in Premier League 2018-2019,points_gap_to_leader
goluri marcate de Antoine Griezmann in Bundesliga 2021-2022,player_goals
puncte pana la lider pentru CFR Cluj in Serie A 2025-2026,points_gap_to_leader
cat e gapul de puncte pentru Juventus in Bundesliga 2024-2025,points_gap_to_leader
cate goluri a marcat harry kane in Premier League 2019-2020,player_goals
nymar cate goluri are in uefa champions league 2026-2027,player_goals
goluri marcate de Ianis Hagi in la liga 2023-2024,player_goals
cate puncte sunt intre u cluj si lider in La Liga 2025-2026,points_gap_to_leader
fa-mi un ceai,other
rapid bucuresti cate puncte fata de lider in ligue 1 2024-2025,points_gap_to_leader
goluri marcate de Rafael Leao in Liga 1 2020-2021,player_goals
goluri marcate de florinel coman in premier league 2022-2023,player_goals
goluri marcate de karim benzema in Premier League 2017-2018,player_goals
cum gatesc paste,other
goluri lionel messi 2020-2021,player_goals
arata-mi programul de azi,other
cate goluri are Robert Lewandowski,player_goals
cat e gapul de puncte pentru FC Barcelona in EFA Champions League 2019-2020,points_gap_to_leader
goluri Denis Alibec 2025-2026,player_goals
Kylian Mbappe cate goluri are in premier league 2026-2027,player_goals
creeaza un reminder maine,other
cate goluri are Denis Alibec,player_goals
cate puncte sunt intre Arsenal si lider in Premier League 2021-2022,points_gap_to_leader
cat e gapul de puncte pentru fcsb in Serie A 2023-2024,points_gap_to_leader
cate goluri are Kylian Mbappe in 2026-2027,player_goals
arata-mi programul de azi,other
Karim Benzema cate goluri are in serie a 2020-2021,player_goals
goluri Hrry Kane in ultimele 10 meciuri,player_goals
cate goluri are antoine griezmann,player_goals
cate puncte sunt intre Arsenal si lider in UEFA Champions League 2020-2021,points_gap_to_leader
cate puncte sunt intre Borussia Dortmund si lider in serie a 2017-2018,points_gap_to_leader
goluri Florian Wirtz in ultimele 3 meciuri,player_goals
fa-mi un ceai,other
creeaza un reminder maine,other
puncte pana la lider pentru Borussia Dortmund in liga 1 2022-2023,points_gap_to_leader
cate goluri are Mohamed Salah,player_goals
cate goluri a marcat radu dragusin in la liga 2021-2022,player_goals
goluri marcate de toni kroos in UEFA Champions League 2024-2025,player_goals
cat e gapul de puncte pentru cfr clj in Premier League 2026-2027,points_gap_to_leader
cate goluri are Lionel Messi in 2026-2027,player_goals
diferenta de puncte cfr cluj lider Serie A 2018-2019,points_gap_to_leader
cum gatesc paste,other
cate goluri a marcat Robert Lewandowski in UEFA Champions League 2020-2021,player_goals
cat e gapul de puncte pentru Dinamo Bucuresti in Premier League 2016-2017,points_gap_to_leader
goluri marcate de Neymar in liga 1 2017-2018,player_goals
puncte pana la lider pentru uta arad in UEFA Champions League 2019-2020,points_gap_to_leader
cat e gapul de puncte pentru arsenal in Premier League 2019-2020,points_gap_to_leader
cat e gapul de puncte pentru Petrolul Ploiesti in lga 1 2021-2022,points_gap_to_leader
ce ora este,other
puncte pana la lider pentru Byern Munchen in bundesliga 2022-2023,points_gap_to_leader
diferenta de puncte farul constanta lider Serie A 2020-2021,points_gap_to_leader
care e vremea azi,other
diferenta de puncte Borussia Dortmund lider La Liga 2016-2017,points_gap_to_leader
cate goluri a marcat Cristiano Ronaldo in ligue 1 2019-2020,player_goals
goluri marcate de Rafael Leao in Liga 1 2016-2017,player_goals
Tni Kroos cate goluri are in EFA Champions League 2023-2024,player_goals
spune-mi o gluma,other
puncte pana la lider pentru universitatea craiova in UEFA Champions League 2019-2020,points_gap_to_leader
cate goluri are Nicolae Stanciu,player_goals
ce ora este,other
puncte pana la lider pentru Juventus in la liga 2026-2027,points_gap_to_leader
cat e gapul de puncte pentru Real Madrid in Bundesliga 2023-2024,points_gap_to_leader
puncte pana la lider pentru Manchester City in UEFA Champions League 2016-2017,points_gap_to_leader
Kylian Mbappe cate goluri are in Serie A 2024-2025,player_goals
diferenta de puncte ptrolul ploiesti lider Serie A 2020-2021,points_gap_to_leader
goluri Florian Wirtz 2026-2027,player_goals
rata-mi programul de azi,other
care e vremea azi,other
cat e gapul de puncte pentru rapid bucuresti in Liga 1 2022-2023,points_gap_to_leader
care e vremea azi,other
puncte pana la lider pentru petrolul ploiesti in serie a 2016-2017,points_gap_to_leader
cate goluri are Denis Alibec,player_goals
goluri marcate de neymar in Serie A 2018-2019,player_goals
cate goluri are Lionel Messi,player_goals
cate puncte sunt intre Real Madrid si lider in Serie A 2020-2021,points_gap_to_leader
Ianis Hagi cate goluri are in Liga 1 2023-2024,player_goals
goluri Rodrygo 2018-2019,player_goals
cate puncte sunt intre FC Barcelona si lider in Serie A 2020-2021,points_gap_to_leader
puncte pana la lider pentru Arsenal in Premier League 2024-2025,points_gap_to_leader
diferenta de puncte Frul Constanta lider Premier League 2019-2020,points_gap_to_leader
goluri marcate de Mhamed Salah in serie a 2021-2022,player_goals
goluri Vinicius Junior in ultimele 10 meciuri,player_goals
puncte pana la lider pentru Rapid Bucuresti in EFA Champions League 2025-2026,points_gap_to_leader
goluri Phl Foden 2019-2020,player_goals
goluri marcate de karim benzema in Liga 1 2017-2018,player_goals
puncte pana la lider pentru CFR Cluj in efa champions league 2016-2017,points_gap_to_leader
goluri Radu Dragusin in ultimele 3 meciuri,player_goals
cat e gapul de puncte pentru juventus in Serie A 2025-2026,points_gap_to_leader
cate puncte sunt intre paris saint-germain si lider in Bundesliga 2022-2023,points_gap_to_leader
spune-mi o gluma,other
puncte pana la lider pentru Bayern Munchen in UEFA Champions League 2026-2027,points_gap_to_leader
cate goluri are Toni Kroos in 2024-2025,player_goals
arata-mi programul de azi,other
goluri bukayo saka 2023-2024,player_goals
cate goluri are Radu Dragusin in 2018-2019,player_goals
cate goluri are Jude Bellingham in 2026-2027,player_goals
goluri marcate de nymar in Serie A 2023-2024,player_goals
cat e gapul de puncte pentru Brussia Dortmund in ligue 1 2017-2018,points_gap_to_leader
cati km are maratonul,other
cate puncte sunt intre Juventus si lider in uefa champions league 2019-2020,points_gap_to_leader
puncte pana la lider pentru cfr clj in Lga 1 2021-2022,points_gap_to_leader
care e vremea azi,other
goluri marcate de Vinicius Junior in lga 1 2016-2017,player_goals
cate goluri a marcat Kevin De Bruyne in serie a 2022-2023,player_goals
Andrei Ivan cate goluri are in Liga 1 2020-2021,player_goals
cate goluri are Denis Alibec in 2024-2025,player_goals
cate goluri are Luka Modric in 2025-2026,player_goals
goluri florian wirtz in ultimele 10 meciuri,player_goals
goluri Kevin De Bruyne 2017-2018,player_goals
goluri phil foden in ultimele 3 meciuri,player_goals
Antoine Griezmann cate goluri are in La Liga 2022-2023,player_goals
cate goluri are Mario Camora,player_goals
creeaza un reminder maine,other
cate goluri are Phil Foden,player_goals
Robert Lewandowski cate goluri are in Liga 1 2021-2022,player_goals
goluri florian wirtz in ultimele 10 meciuri,player_goals
puncte pana la lider pentru Borussia Dortmund in Serie A 2026-2027,points_gap_to_leader
cate puncte sunt intre Petrolul Ploiesti si lider in liga 1 2020-2021,points_gap_to_leader
ce ora este,other
fa-mi un ceai,other
bayern munchen cate puncte fata de lider in la liga 2016-2017,points_gap_to_leader
cate goluri a marcat Antoine Griezmann in Serie A 2022-2023,player_goals
goluri marcate de Flrinel Coman in Lga 1 2020-2021,player_goals
puncte pana la lider pentru dinamo bucuresti in serie a 2020-2021,points_gap_to_leader
diferenta de puncte rapid bucuresti lider la liga 2020-2021,points_gap_to_leader
goluri marcate de andrei ivan in Ligue 1 2026-2027,player_goals
cate goluri are rling Haaland,player_goals
goluri luka modric in ultimele 10 meciuri,player_goals
arata-mi programul de azi,other
goluri Florinel Coman 2021-2022,player_goals
diferenta de puncte petrolul ploiesti lider uefa champions league 2021-2022,points_gap_to_leader
Ianis Hagi cate goluri are in La Liga 2017-2018,player_goals
goluri nicolae stanciu in ultimele 3 meciuri,player_goals
creeaza un reminder maine,other
puncte pana la lider pentru Bayern Munchen in Bundesliga 2020-2021,points_gap_to_leader
cate goluri are Kylian Mbappe,player_goals
pretul la btc,other
diferenta de puncte Real Madrid lider Liga 1 2016-2017,points_gap_to_leader
liverpool cate puncte fata de lider in bundesliga 2021-2022,points_gap_to_leader
cat e gapul de puncte pentru bayern munchen in Serie A 2025-2026,points_gap_to_leader
goluri marcate de rodrygo in Prmier League 2025-2026,player_goals
cate puncte sunt intre Sepsi OSK si lider in Premier League 2025-2026,points_gap_to_leader
puncte pana la lider pentru borussia dortmund in Liga 1 2020-2021,points_gap_to_leader
cate goluri are florian wirtz,player_goals
cate goluri are ndrei Ivan,player_goals
goluri marcate de Radu Dragusin in Premier League 2019-2020,player_goals
pretul la btc,other
cate goluri a marcat Mhamed Salah in Serie A 2020-2021,player_goals
goluri Cristiano Ronaldo 2018-2019,player_goals
cate goluri a marcat Mario Camora in Liga 1 2018-2019,player_goals
goluri marcate de Lionel Messi in liga 1 2020-2021,player_goals
goluri marcate de florinel coman in uefa champions league 2023-2024,player_goals
cum gatesc paste,other
puncte pana la lider pentru petrolul ploiesti in liga 1 2024-2025,points_gap_to_leader
porneste muzica,other
goluri Rodrygo 2016-2017,player_goals
Erling Haaland cate goluri are in Prmier League 2019-2020,player_goals
cate puncte sunt intre Rapid Bucuresti si lider in lgue 1 2019-2020,points_gap_to_leader
cate puncte sunt intre juventus si lider in Liga 1 2022-2023,points_gap_to_leader
creeaza un reminder maine,other
cati km are maratonul,other
cate puncte sunt intre sepsi osk si lider in Bundesliga 2021-2022,points_gap_to_leader
diferenta de puncte Jventus lider Premier League 2020-2021,points_gap_to_leader
cate goluri a marcat luka modric in la liga 2024-2025,player_goals
goluri Darius Olaru in ultimele 10 meciuri,player_goals
diferenta de puncte niversitatea craiova lider Serie A 2018-2019,points_gap_to_leader
Inter Milano cate puncte fata de lider in UEFA Champions League 2023-2024,points_gap_to_leader
cate goluri are phl foden in 2018-2019,player_goals
goluri Kevin De Bruyne in ultimele 3 meciuri,player_goals
cate goluri a marcat Mohamed Salah in Lga 1 2022-2023,player_goals
rafael leao cate goluri are in Serie A 2023-2024,player_goals
cate puncte sunt intre Inter Milano si lider in liga 1 2020-2021,points_gap_to_leader
cum gatesc paste,other
goluri Andrei Ivan in ultimele 10 meciuri,player_goals
ce ora este,other
goluri marcate de Darius Olaru in Bundesliga 2018-2019,player_goals
diferenta de puncte FCSB lider premier league 2019-2020,points_gap_to_leader
Florinel Coman cate goluri are in Serie A 2017-2018,player_goals
spune-mi o gluma,other
cate puncte sunt intre Farul Constanta si lider in Bundesliga 2025-2026,points_gap_to_leader
goluri bukayo saka in ultimele 5 meciuri,player_goals
cate goluri are Phil Foden,player_goals
creeaza un reminder maine,other
cat e gapul de puncte pentru Sepsi OSK in Bundesliga 2024-2025,points_gap_to_leader
cate goluri a marcat Andrei Ivan in Premier League 2020-2021,player_goals
cate goluri are Rodrygo in 2020-2021,player_goals
spune-mi o gluma,other
arata-mi programul de azi,other
arata-mi programul de azi,other
f-mi un ceai,other
pretul la btc,other
cate puncte sunt intre Real Madrid si lider in Liga 1 2023-2024,points_gap_to_leader
creeaza un reminder maine,other
goluri florinel coman 2016-2017,player_goals
care e vremea azi,other
cum gatesc paste,other
Darius Olaru cate goluri are in Bundesliga 2023-2024,player_goals
nter milano cate puncte fata de lider in serie a 2016-2017,points_gap_to_leader
goluri marcate de mohamed salah in Bundesliga 2017-2018,player_goals
Manchester City cate puncte fata de lider in Premier League 2021-2022,points_gap_to_leader
cate goluri a marcat Florinel Coman in liga 1 2025-2026,player_goals
diferenta de puncte U Cluj lider Prmier League 2018-2019,points_gap_to_leader
manchester city cate puncte fata de lider in UEFA Champions League 2023-2024,points_gap_to_leader
cati km are maratonul,other
goluri marcate de nicolae stanciu in Premier League 2018-2019,player_goals
diferenta de puncte real madrid lider Srie A 2025-2026,points_gap_to_leader
cate goluri are Antoine Griezmann,player_goals
Inter Milano cate puncte fata de lider in serie a 2020-2021,points_gap_to_leader
diferenta de puncte Lverpool lider Lgue 1 2019-2020,points_gap_to_leader
care e vremea azi,other
rata-mi programul de azi,other
Manchester City cate puncte fata de lider in Ligue 1 2022-2023,points_gap_to_leader
porneste muzica,other
cate goluri a marcat octavian popescu in UEFA Champions League 2022-2023,player_goals
cat e gapul de puncte pentru cfr clj in L Liga 2025-2026,points_gap_to_leader
goluri marcate de Cristiano Ronaldo in UEFA Champions League 2024-2025,player_goals
goluri Vinicius Junior 2020-2021,player_goals
spune-mi o gluma,other
cfr cluj cate puncte fata de lider in Lgue 1 2017-2018,points_gap_to_leader
diferenta de puncte U Cluj lider Premier League 2021-2022,points_gap_to_leader
puncte pana la lider pentru Rapid Bucuresti in UEFA Champions League 2017-2018,points_gap_to_leader
cat e gapul de puncte pentru Arsenal in uefa champions league 2021-2022,points_gap_to_leader
cate goluri a marcat Mohamed Salah in serie a 2016-2017,player_goals
cate puncte sunt intre FCSB si lider in ligue 1 2020-2021,points_gap_to_leader
care e vremea azi,other
cat e gapul de puncte pentru inter milano in Bundesliga 2018-2019,points_gap_to_leader
goluri Darius Olaru 2024-2025,player_goals
puncte pana la lider pentru U Cluj in UEFA Champions League 2022-2023,points_gap_to_leader
goluri marcate de Karim Benzema in Lgue 1 2023-2024,player_goals
goluri marcate de Drius Olaru in Ligue 1 2020-2021,player_goals
cate goluri a marcat Ianis Hagi in Serie A 2017-2018,player_goals
cat e gapul de puncte pentru Manchester City in Serie A 2024-2025,points_gap_to_leader
goluri Neymar in ultimele 10 meciuri,player_goals
cate goluri are octavian popescu,player_goals
porneste muzica,other
puncte pana la lider pentru Dinamo Bucuresti in Serie A 2022-2023,points_gap_to_leader
cum gatesc paste,other
Florinel Coman cate goluri are in liga 1 2018-2019,player_goals
goluri Mohamed Salah in ultimele 10 meciuri,player_goals
Rapid Bucuresti cate puncte fata de lider in Bundesliga 2024-2025,points_gap_to_leader
Cluj cate puncte fata de lider in La Liga 2016-2017,points_gap_to_leader
spune-mi o gluma,other
goluri Bukayo Saka 2017-2018,player_goals
diferenta de puncte FC Barcelona lider Serie A 2022-2023,points_gap_to_leader
Inter Milano cate puncte fata de lider in UEFA Champions League 2021-2022,points_gap_to_leader
cate goluri are Toni Kroos in 2022-2023,player_goals
cat e gapul de puncte pentru u cluj in bundesliga 2025-2026,points_gap_to_leader
goluri octavian popescu 2025-2026,player_goals
Dnamo Bucuresti cate puncte fata de lider in Ligue 1 2017-2018,points_gap_to_leader
care e vremea azi,other
cate puncte sunt intre sepsi osk si lider in la liga 2017-2018,points_gap_to_leader
puncte pana la lider pentru Borussia Dortmund in Serie A 2024-2025,points_gap_to_leader
cate goluri a marcat florinel coman in UEFA Champions League 2021-2022,player_goals
goluri Florian Wirtz in ultimele 3 meciuri,player_goals
cat e gapul de puncte pentru Farul Constanta in efa champions league 2017-2018,points_gap_to_leader
diferenta de puncte Farul Constanta lider Bndesliga 2023-2024,points_gap_to_leader
cate goluri are Karim Benzema,player_goals
goluri bukayo saka 2021-2022,player_goals
cate goluri are Erling Haaland,player_goals
arata-mi programul de azi,other
cate puncte sunt intre U Cluj si lider in Premier League 2016-2017,points_gap_to_leader
cate puncte sunt intre Ptrolul Ploiesti si lider in liga 1 2022-2023,points_gap_to_leader
spune-mi o gluma,other
cate puncte sunt intre Universitatea Craiova si lider in Liga 1 2018-2019,points_gap_to_leader
goluri marcate de Rodrygo in premier league 2019-2020,player_goals
cate goluri are ncolae stanciu,player_goals
pretul la btc,other
cat e gapul de puncte pentru sepsi osk in Bundesliga 2022-2023,points_gap_to_leader
diferenta de puncte Farul Constanta lider Serie A 2026-2027,points_gap_to_leader
Paris Saint-Germain cate puncte fata de lider in UEFA Champions League 2025-2026,points_gap_to_leader
FCSB cate puncte fata de lider in Bundesliga 2022-2023,points_gap_to_leader
puncte pana la lider pentru fc barcelona in Liga 1 2019-2020,points_gap_to_leader
cate goluri are Radu Dragusin,player_goals
diferenta de puncte Paris Saint-Germain lider UEFA Champions League 2016-2017,points_gap_to_leader
cate puncte sunt intre fcsb si lider in Serie A 2019-2020,points_gap_to_leader
dschide youtube,other
cat e gapul de puncte pentru Bayern Munchen in Serie A 2026-2027,points_gap_to_leader
diferenta de puncte fc barcelona lider liga 1 2022-2023,points_gap_to_leader
cate goluri are rdrygo in 2022-2023,player_goals
care e vremea azi,other
spune-mi o gluma,other
cate goluri are Neymar,player_goals
cate goluri are Lionel Messi in 2026-2027,player_goals
goluri erling haaland in ultimele 3 meciuri,player_goals
cate goluri are Lka Modric in 2022-2023,player_goals
goluri Antoine Griezmann 2017-2018,player_goals
cat e gapul de puncte pentru Paris Saint-Germain in Serie A 2025-2026,points_gap_to_leader
puncte pana la lider pentru Arsenal in Ligue 1 2023-2024,points_gap_to_leader
cate puncte sunt intre sepsi osk si lider in Liga 1 2018-2019,points_gap_to_leader
cum gatesc paste,other
goluri radu dragusin 2017-2018,player_goals
Universitatea Craiova cate puncte fata de lider in liga 1 2022-2023,points_gap_to_leader
cati km are maratonul,other
spune-mi o gluma,other
goluri Jude Bellingham in ultimele 3 meciuri,player_goals
puncte pana la lider pentru Petrolul Ploiesti in Srie A 2026-2027,points_gap_to_leader
diferenta de puncte Liverpool lider uefa champions league 2018-2019,points_gap_to_leader
goluri Kylan Mbappe 2016-2017,player_goals
cate goluri are Erling Haaland,player_goals
ce ora este,other
Manchester City cate puncte fata de lider in UEFA Champions League 2017-2018,points_gap_to_leader
pretul la btc,other
cti km are maratonul,other
creeaza un reminder maine,other
